candidate_id,profile,term,model,formula_source,input_summary,classical_bits,quantum_bits,proven_or_conjectural,multi_target_count,binding,notes
C00/v03-baseline,run:v03-corpus-21;artifact:research/runs/v03-corpus-21.json;sha256:c8d408faca0b1312f431ce5480337785fb6d8830059eea5e08080f8dc68e9046,FRI random-words,random-words,research/security-model/v03-q32.json,,107,107,CONJECTURAL,,false,"Exact generated classical result: 107.997888224 bits | Exact generated quantum result: 107.997888224 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Random-words does not model the batched-opening proximity term; num_batched_functions is ignored by the pinned conjectural path. Actual num_batched_functions=210; this result is optimistic. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-21;artifact:research/runs/v03-corpus-21.json;sha256:c8d408faca0b1312f431ce5480337785fb6d8830059eea5e08080f8dc68e9046,FRI list-decoding regime,ldr,research/security-model/v03-q32.json,,56,56,PROVEN,,true,"Exact generated classical result: 56.201226486 bits | Exact generated quantum result: 56.201226486 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Pinned implementation keeps only the BCHKS25 dominant term; documented subdominant terms are omitted as negligible. | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-21;artifact:research/runs/v03-corpus-21.json;sha256:c8d408faca0b1312f431ce5480337785fb6d8830059eea5e08080f8dc68e9046,FRI unique-decoding regime,udr,research/security-model/v03-q32.json,,45,37,PROVEN,,false,"Exact generated classical result: 45.190582247 bits | Exact generated quantum result: 37.190582247 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-22;artifact:research/runs/v03-corpus-22.json;sha256:4dd856697e041fc29e09162904b8d0b0a49622dbff95abed098dd27271c6e270,FRI random-words,random-words,research/security-model/v03-q32.json,,107,107,CONJECTURAL,,false,"Exact generated classical result: 107.997888224 bits | Exact generated quantum result: 107.997888224 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Random-words does not model the batched-opening proximity term; num_batched_functions is ignored by the pinned conjectural path. Actual num_batched_functions=210; this result is optimistic. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-22;artifact:research/runs/v03-corpus-22.json;sha256:4dd856697e041fc29e09162904b8d0b0a49622dbff95abed098dd27271c6e270,FRI list-decoding regime,ldr,research/security-model/v03-q32.json,,56,56,PROVEN,,true,"Exact generated classical result: 56.201226486 bits | Exact generated quantum result: 56.201226486 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Pinned implementation keeps only the BCHKS25 dominant term; documented subdominant terms are omitted as negligible. | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-22;artifact:research/runs/v03-corpus-22.json;sha256:4dd856697e041fc29e09162904b8d0b0a49622dbff95abed098dd27271c6e270,FRI unique-decoding regime,udr,research/security-model/v03-q32.json,,45,37,PROVEN,,false,"Exact generated classical result: 45.190582247 bits | Exact generated quantum result: 37.190582247 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-23;artifact:research/runs/v03-corpus-23.json;sha256:950365b7a5739a51b43efef2b74392d138fc6dfb0bc0a023ef914ce988fedd3e,FRI random-words,random-words,research/security-model/v03-q32.json,,107,107,CONJECTURAL,,false,"Exact generated classical result: 107.997888224 bits | Exact generated quantum result: 107.997888224 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Random-words does not model the batched-opening proximity term; num_batched_functions is ignored by the pinned conjectural path. Actual num_batched_functions=210; this result is optimistic. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-23;artifact:research/runs/v03-corpus-23.json;sha256:950365b7a5739a51b43efef2b74392d138fc6dfb0bc0a023ef914ce988fedd3e,FRI list-decoding regime,ldr,research/security-model/v03-q32.json,,56,56,PROVEN,,true,"Exact generated classical result: 56.201226486 bits | Exact generated quantum result: 56.201226486 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Pinned implementation keeps only the BCHKS25 dominant term; documented subdominant terms are omitted as negligible. | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-23;artifact:research/runs/v03-corpus-23.json;sha256:950365b7a5739a51b43efef2b74392d138fc6dfb0bc0a023ef914ce988fedd3e,FRI unique-decoding regime,udr,research/security-model/v03-q32.json,,45,37,PROVEN,,false,"Exact generated classical result: 45.190582247 bits | Exact generated quantum result: 37.190582247 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-24;artifact:research/runs/v03-corpus-24.json;sha256:f3a4abad964e8d5c290e248441b02633abcb7b61bc6e7be27b2d6f83cf165b0c,FRI random-words,random-words,research/security-model/v03-q32.json,,107,107,CONJECTURAL,,false,"Exact generated classical result: 107.997888224 bits | Exact generated quantum result: 107.997888224 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Random-words does not model the batched-opening proximity term; num_batched_functions is ignored by the pinned conjectural path. Actual num_batched_functions=210; this result is optimistic. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-24;artifact:research/runs/v03-corpus-24.json;sha256:f3a4abad964e8d5c290e248441b02633abcb7b61bc6e7be27b2d6f83cf165b0c,FRI list-decoding regime,ldr,research/security-model/v03-q32.json,,56,56,PROVEN,,true,"Exact generated classical result: 56.201226486 bits | Exact generated quantum result: 56.201226486 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Pinned implementation keeps only the BCHKS25 dominant term; documented subdominant terms are omitted as negligible. | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-24;artifact:research/runs/v03-corpus-24.json;sha256:f3a4abad964e8d5c290e248441b02633abcb7b61bc6e7be27b2d6f83cf165b0c,FRI unique-decoding regime,udr,research/security-model/v03-q32.json,,45,37,PROVEN,,false,"Exact generated classical result: 45.190582247 bits | Exact generated quantum result: 37.190582247 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-25;artifact:research/runs/v03-corpus-25.json;sha256:24069f30cb23ae61979e1aa4f79c9bdd789dbcdfd0d8479521e83e043671da90,FRI random-words,random-words,research/security-model/v03-q32.json,,107,107,CONJECTURAL,,false,"Exact generated classical result: 107.997888224 bits | Exact generated quantum result: 107.997888224 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Random-words does not model the batched-opening proximity term; num_batched_functions is ignored by the pinned conjectural path. Actual num_batched_functions=210; this result is optimistic. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-25;artifact:research/runs/v03-corpus-25.json;sha256:24069f30cb23ae61979e1aa4f79c9bdd789dbcdfd0d8479521e83e043671da90,FRI list-decoding regime,ldr,research/security-model/v03-q32.json,,56,56,PROVEN,,true,"Exact generated classical result: 56.201226486 bits | Exact generated quantum result: 56.201226486 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Pinned implementation keeps only the BCHKS25 dominant term; documented subdominant terms are omitted as negligible. | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-25;artifact:research/runs/v03-corpus-25.json;sha256:24069f30cb23ae61979e1aa4f79c9bdd789dbcdfd0d8479521e83e043671da90,FRI unique-decoding regime,udr,research/security-model/v03-q32.json,,45,37,PROVEN,,false,"Exact generated classical result: 45.190582247 bits | Exact generated quantum result: 37.190582247 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-26;artifact:research/runs/v03-corpus-26.json;sha256:74963dde6ee1696d758ca17b1a79d74cfd6a02dd3ef44755bce56230cc7f8313,FRI random-words,random-words,research/security-model/v03-q32.json,,107,107,CONJECTURAL,,false,"Exact generated classical result: 107.997888224 bits | Exact generated quantum result: 107.997888224 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Random-words does not model the batched-opening proximity term; num_batched_functions is ignored by the pinned conjectural path. Actual num_batched_functions=210; this result is optimistic. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-26;artifact:research/runs/v03-corpus-26.json;sha256:74963dde6ee1696d758ca17b1a79d74cfd6a02dd3ef44755bce56230cc7f8313,FRI list-decoding regime,ldr,research/security-model/v03-q32.json,,56,56,PROVEN,,true,"Exact generated classical result: 56.201226486 bits | Exact generated quantum result: 56.201226486 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Pinned implementation keeps only the BCHKS25 dominant term; documented subdominant terms are omitted as negligible. | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-26;artifact:research/runs/v03-corpus-26.json;sha256:74963dde6ee1696d758ca17b1a79d74cfd6a02dd3ef44755bce56230cc7f8313,FRI unique-decoding regime,udr,research/security-model/v03-q32.json,,45,37,PROVEN,,false,"Exact generated classical result: 45.190582247 bits | Exact generated quantum result: 37.190582247 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-27;artifact:research/runs/v03-corpus-27.json;sha256:4379f54de5b4cd38dec7e8a722624f5d6f33ae2935ff2c02e8e742ba50471521,FRI random-words,random-words,research/security-model/v03-q32.json,,107,107,CONJECTURAL,,false,"Exact generated classical result: 107.997888224 bits | Exact generated quantum result: 107.997888224 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Random-words does not model the batched-opening proximity term; num_batched_functions is ignored by the pinned conjectural path. Actual num_batched_functions=210; this result is optimistic. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-27;artifact:research/runs/v03-corpus-27.json;sha256:4379f54de5b4cd38dec7e8a722624f5d6f33ae2935ff2c02e8e742ba50471521,FRI list-decoding regime,ldr,research/security-model/v03-q32.json,,56,56,PROVEN,,true,"Exact generated classical result: 56.201226486 bits | Exact generated quantum result: 56.201226486 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Pinned implementation keeps only the BCHKS25 dominant term; documented subdominant terms are omitted as negligible. | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-27;artifact:research/runs/v03-corpus-27.json;sha256:4379f54de5b4cd38dec7e8a722624f5d6f33ae2935ff2c02e8e742ba50471521,FRI unique-decoding regime,udr,research/security-model/v03-q32.json,,45,37,PROVEN,,false,"Exact generated classical result: 45.190582247 bits | Exact generated quantum result: 37.190582247 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-28;artifact:research/runs/v03-corpus-28.json;sha256:01de57380b60e1221885bbb2b6194ad6c8cf04a4350e230f1a7df70e6aef2cab,FRI random-words,random-words,research/security-model/v03-q32.json,,107,107,CONJECTURAL,,false,"Exact generated classical result: 107.997888224 bits | Exact generated quantum result: 107.997888224 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Random-words does not model the batched-opening proximity term; num_batched_functions is ignored by the pinned conjectural path. Actual num_batched_functions=210; this result is optimistic. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-28;artifact:research/runs/v03-corpus-28.json;sha256:01de57380b60e1221885bbb2b6194ad6c8cf04a4350e230f1a7df70e6aef2cab,FRI list-decoding regime,ldr,research/security-model/v03-q32.json,,56,56,PROVEN,,true,"Exact generated classical result: 56.201226486 bits | Exact generated quantum result: 56.201226486 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Pinned implementation keeps only the BCHKS25 dominant term; documented subdominant terms are omitted as negligible. | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-28;artifact:research/runs/v03-corpus-28.json;sha256:01de57380b60e1221885bbb2b6194ad6c8cf04a4350e230f1a7df70e6aef2cab,FRI unique-decoding regime,udr,research/security-model/v03-q32.json,,45,37,PROVEN,,false,"Exact generated classical result: 45.190582247 bits | Exact generated quantum result: 37.190582247 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-29;artifact:research/runs/v03-corpus-29.json;sha256:415dd2ff830820442489a73f4b52f0ffa25853758db3bc4e9f79a73e1d2b5282,FRI random-words,random-words,research/security-model/v03-q32.json,,107,107,CONJECTURAL,,false,"Exact generated classical result: 107.997888224 bits | Exact generated quantum result: 107.997888224 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Random-words does not model the batched-opening proximity term; num_batched_functions is ignored by the pinned conjectural path. Actual num_batched_functions=210; this result is optimistic. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-29;artifact:research/runs/v03-corpus-29.json;sha256:415dd2ff830820442489a73f4b52f0ffa25853758db3bc4e9f79a73e1d2b5282,FRI list-decoding regime,ldr,research/security-model/v03-q32.json,,56,56,PROVEN,,true,"Exact generated classical result: 56.201226486 bits | Exact generated quantum result: 56.201226486 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Pinned implementation keeps only the BCHKS25 dominant term; documented subdominant terms are omitted as negligible. | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-29;artifact:research/runs/v03-corpus-29.json;sha256:415dd2ff830820442489a73f4b52f0ffa25853758db3bc4e9f79a73e1d2b5282,FRI unique-decoding regime,udr,research/security-model/v03-q32.json,,45,37,PROVEN,,false,"Exact generated classical result: 45.190582247 bits | Exact generated quantum result: 37.190582247 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-30;artifact:research/runs/v03-corpus-30.json;sha256:b4406f7f24d1993f042338104d28f1717b261a29421656eba2629b2144de3e6e,FRI random-words,random-words,research/security-model/v03-q32.json,,107,107,CONJECTURAL,,false,"Exact generated classical result: 107.997888224 bits | Exact generated quantum result: 107.997888224 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Random-words does not model the batched-opening proximity term; num_batched_functions is ignored by the pinned conjectural path. Actual num_batched_functions=210; this result is optimistic. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-30;artifact:research/runs/v03-corpus-30.json;sha256:b4406f7f24d1993f042338104d28f1717b261a29421656eba2629b2144de3e6e,FRI list-decoding regime,ldr,research/security-model/v03-q32.json,,56,56,PROVEN,,true,"Exact generated classical result: 56.201226486 bits | Exact generated quantum result: 56.201226486 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Pinned implementation keeps only the BCHKS25 dominant term; documented subdominant terms are omitted as negligible. | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-corpus-30;artifact:research/runs/v03-corpus-30.json;sha256:b4406f7f24d1993f042338104d28f1717b261a29421656eba2629b2144de3e6e,FRI unique-decoding regime,udr,research/security-model/v03-q32.json,,45,37,PROVEN,,false,"Exact generated classical result: 45.190582247 bits | Exact generated quantum result: 37.190582247 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-fixed-01;artifact:research/runs/v03-fixed-01.json;sha256:1ea312cd9ef70e08e85b9503bfbe58a1435a49c86da043f05bf4d27b6e824c20,FRI random-words,random-words,research/security-model/v03-q32.json,,107,107,CONJECTURAL,,false,"Exact generated classical result: 107.997888224 bits | Exact generated quantum result: 107.997888224 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Random-words does not model the batched-opening proximity term; num_batched_functions is ignored by the pinned conjectural path. Actual num_batched_functions=210; this result is optimistic. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-fixed-01;artifact:research/runs/v03-fixed-01.json;sha256:1ea312cd9ef70e08e85b9503bfbe58a1435a49c86da043f05bf4d27b6e824c20,FRI list-decoding regime,ldr,research/security-model/v03-q32.json,,56,56,PROVEN,,true,"Exact generated classical result: 56.201226486 bits | Exact generated quantum result: 56.201226486 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Pinned implementation keeps only the BCHKS25 dominant term; documented subdominant terms are omitted as negligible. | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-fixed-01;artifact:research/runs/v03-fixed-01.json;sha256:1ea312cd9ef70e08e85b9503bfbe58a1435a49c86da043f05bf4d27b6e824c20,FRI unique-decoding regime,udr,research/security-model/v03-q32.json,,45,37,PROVEN,,false,"Exact generated classical result: 45.190582247 bits | Exact generated quantum result: 37.190582247 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-fixed-02;artifact:research/runs/v03-fixed-02.json;sha256:9dbfc7e7421dd829c0174915a55b43185e00e03ee957900648937d3ab9c83d7b,FRI random-words,random-words,research/security-model/v03-q32.json,,107,107,CONJECTURAL,,false,"Exact generated classical result: 107.997888224 bits | Exact generated quantum result: 107.997888224 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Random-words does not model the batched-opening proximity term; num_batched_functions is ignored by the pinned conjectural path. Actual num_batched_functions=210; this result is optimistic. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-fixed-02;artifact:research/runs/v03-fixed-02.json;sha256:9dbfc7e7421dd829c0174915a55b43185e00e03ee957900648937d3ab9c83d7b,FRI list-decoding regime,ldr,research/security-model/v03-q32.json,,56,56,PROVEN,,true,"Exact generated classical result: 56.201226486 bits | Exact generated quantum result: 56.201226486 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Pinned implementation keeps only the BCHKS25 dominant term; documented subdominant terms are omitted as negligible. | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-fixed-02;artifact:research/runs/v03-fixed-02.json;sha256:9dbfc7e7421dd829c0174915a55b43185e00e03ee957900648937d3ab9c83d7b,FRI unique-decoding regime,udr,research/security-model/v03-q32.json,,45,37,PROVEN,,false,"Exact generated classical result: 45.190582247 bits | Exact generated quantum result: 37.190582247 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-fixed-03;artifact:research/runs/v03-fixed-03.json;sha256:0876bcbcc3fcc076c43a4134ea50c2e105a730564c789311eb9eaa8821036bbb,FRI random-words,random-words,research/security-model/v03-q32.json,,107,107,CONJECTURAL,,false,"Exact generated classical result: 107.997888224 bits | Exact generated quantum result: 107.997888224 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Random-words does not model the batched-opening proximity term; num_batched_functions is ignored by the pinned conjectural path. Actual num_batched_functions=210; this result is optimistic. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-fixed-03;artifact:research/runs/v03-fixed-03.json;sha256:0876bcbcc3fcc076c43a4134ea50c2e105a730564c789311eb9eaa8821036bbb,FRI list-decoding regime,ldr,research/security-model/v03-q32.json,,56,56,PROVEN,,true,"Exact generated classical result: 56.201226486 bits | Exact generated quantum result: 56.201226486 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Pinned implementation keeps only the BCHKS25 dominant term; documented subdominant terms are omitted as negligible. | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-fixed-03;artifact:research/runs/v03-fixed-03.json;sha256:0876bcbcc3fcc076c43a4134ea50c2e105a730564c789311eb9eaa8821036bbb,FRI unique-decoding regime,udr,research/security-model/v03-q32.json,,45,37,PROVEN,,false,"Exact generated classical result: 45.190582247 bits | Exact generated quantum result: 37.190582247 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-fixed-04;artifact:research/runs/v03-fixed-04.json;sha256:87535a14d7c663fa40cc6911dc324e8ca6cc7bd09592edf9f0dbc82bdfecb34f,FRI random-words,random-words,research/security-model/v03-q32.json,,107,107,CONJECTURAL,,false,"Exact generated classical result: 107.997888224 bits | Exact generated quantum result: 107.997888224 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Random-words does not model the batched-opening proximity term; num_batched_functions is ignored by the pinned conjectural path. Actual num_batched_functions=210; this result is optimistic. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-fixed-04;artifact:research/runs/v03-fixed-04.json;sha256:87535a14d7c663fa40cc6911dc324e8ca6cc7bd09592edf9f0dbc82bdfecb34f,FRI list-decoding regime,ldr,research/security-model/v03-q32.json,,56,56,PROVEN,,true,"Exact generated classical result: 56.201226486 bits | Exact generated quantum result: 56.201226486 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Pinned implementation keeps only the BCHKS25 dominant term; documented subdominant terms are omitted as negligible. | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-fixed-04;artifact:research/runs/v03-fixed-04.json;sha256:87535a14d7c663fa40cc6911dc324e8ca6cc7bd09592edf9f0dbc82bdfecb34f,FRI unique-decoding regime,udr,research/security-model/v03-q32.json,,45,37,PROVEN,,false,"Exact generated classical result: 45.190582247 bits | Exact generated quantum result: 37.190582247 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-fixed-05;artifact:research/runs/v03-fixed-05.json;sha256:ab4596678915917c38357832e24dd5cc6d0642584768e0774b28eb7a1673736e,FRI random-words,random-words,research/security-model/v03-q32.json,,107,107,CONJECTURAL,,false,"Exact generated classical result: 107.997888224 bits | Exact generated quantum result: 107.997888224 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Random-words does not model the batched-opening proximity term; num_batched_functions is ignored by the pinned conjectural path. Actual num_batched_functions=210; this result is optimistic. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-fixed-05;artifact:research/runs/v03-fixed-05.json;sha256:ab4596678915917c38357832e24dd5cc6d0642584768e0774b28eb7a1673736e,FRI list-decoding regime,ldr,research/security-model/v03-q32.json,,56,56,PROVEN,,true,"Exact generated classical result: 56.201226486 bits | Exact generated quantum result: 56.201226486 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | Pinned implementation keeps only the BCHKS25 dominant term; documented subdominant terms are omitted as negligible. | Requires mutual correlated agreement up to the Johnson bound, as stated by pinned security/src/assumption.rs:45-50. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
C00/v03-baseline,run:v03-fixed-05;artifact:research/runs/v03-fixed-05.json;sha256:ab4596678915917c38357832e24dd5cc6d0642584768e0774b28eb7a1673736e,FRI unique-decoding regime,udr,research/security-model/v03-q32.json,,45,37,PROVEN,,false,"Exact generated classical result: 45.190582247 bits | Exact generated quantum result: 37.190582247 bits | Already included in fri-commit-phase; informational row, not an independent binding term. | Already included in fri-query-phase; informational row, not an independent binding term. | This generic cap is not a structural analysis or a complete Fiat-Shamir/QROM composition theorem."
